region,item_id,date_stata,price,date2,date4
3,420103,01jan1989,8.4929171,01-01-1989,1989-01-01
3,420103,01mar1989,8.5924997,01-03-1989,1989-03-01
3,420103,01may1989,8.3132,01-05-1989,1989-05-01
3,420103,01jun1989,8.0671425,01-06-1989,1989-06-01
3,420103,01jul1989,7.9699998,01-07-1989,1989-07-01
3,420103,01aug1989,8.1895237,01-08-1989,1989-08-01
3,420103,01sep1989,8.4496002,01-09-1989,1989-09-01
3,420103,01oct1989,8.4788885,01-10-1989,1989-10-01
3,420103,01nov1989,8.5758333,01-11-1989,1989-11-01
3,420103,01dec1989,8.6516666,01-12-1989,1989-12-01
3,420103,01jan1990,8.8147621,01-01-1990,1990-01-01
3,420103,01feb1990,8.8195238,01-02-1990,1990-02-01
3,420103,01mar1990,8.8976192,01-03-1990,1990-03-01
3,420103,01apr1990,8.8125,01-04-1990,1990-04-01
3,420103,01may1990,8.2673683,01-05-1990,1990-05-01
3,420103,01jun1990,8.221818,01-06-1990,1990-06-01
3,420103,01jul1990,8.2081814,01-07-1990,1990-07-01
3,420103,01aug1990,8.7205267,01-08-1990,1990-08-01
